title,slug,url,difficulty,acceptance_rate,prompt,examples,tags
Find Indices With Index and Value Difference I,find-indices-with-index-and-value-difference-i,https://leetcode.com/problems/find-indices-with-index-and-value-difference-i/,1,60.31,,,
Subarrays Distinct Element Sum of Squares I,subarrays-distinct-element-sum-of-squares-i,https://leetcode.com/problems/subarrays-distinct-element-sum-of-squares-i/,1,79.44,,,
Last Visited Integers,last-visited-integers,https://leetcode.com/problems/last-visited-integers/,1,60.81,,,
Calculate Orders Within Each Interval,calculate-orders-within-each-interval,https://leetcode.com/problems/calculate-orders-within-each-interval/,2,67.62,,,
Maximum Length of Semi-Decreasing Subarrays,maximum-length-of-semi-decreasing-subarrays,https://leetcode.com/problems/maximum-length-of-semi-decreasing-subarrays/,2,70.05,,,
Highest Salaries Difference,highest-salaries-difference,https://leetcode.com/problems/highest-salaries-difference/,1,74.23,,,
Maximum Value of an Ordered Triplet I,maximum-value-of-an-ordered-triplet-i,https://leetcode.com/problems/maximum-value-of-an-ordered-triplet-i/,1,58.28,,,
Apply Operations on Array to Maximize Sum of Squares,apply-operations-on-array-to-maximize-sum-of-squares,https://leetcode.com/problems/apply-operations-on-array-to-maximize-sum-of-squares/,3,42.99,,,
Rolling Average Steps,rolling-average-steps,https://leetcode.com/problems/rolling-average-steps/,2,69.53,,,
Maximum Value of an Ordered Triplet II,maximum-value-of-an-ordered-triplet-ii,https://leetcode.com/problems/maximum-value-of-an-ordered-triplet-ii/,2,56.75,,,
Minimum Processing Time,minimum-processing-time,https://leetcode.com/problems/minimum-processing-time/,2,68.96,,,
Longest Unequal Adjacent Groups Subsequence I,longest-unequal-adjacent-groups-subsequence-i,https://leetcode.com/problems/longest-unequal-adjacent-groups-subsequence-i/,1,59.67,,,
Sum of Remoteness of All Cells,sum-of-remoteness-of-all-cells,https://leetcode.com/problems/sum-of-remoteness-of-all-cells/,2,70.75,,,
Shortest and Lexicographically Smallest Beautiful String,shortest-and-lexicographically-smallest-beautiful-string,https://leetcode.com/problems/shortest-and-lexicographically-smallest-beautiful-string/,2,39.4,,,
Longest Unequal Adjacent Groups Subsequence II,longest-unequal-adjacent-groups-subsequence-ii,https://leetcode.com/problems/longest-unequal-adjacent-groups-subsequence-ii/,2,27.59,,,
Subarrays Distinct Element Sum of Squares II,subarrays-distinct-element-sum-of-squares-ii,https://leetcode.com/problems/subarrays-distinct-element-sum-of-squares-ii/,3,20.55,,,
Count Visited Nodes in a Directed Graph,count-visited-nodes-in-a-directed-graph,https://leetcode.com/problems/count-visited-nodes-in-a-directed-graph/,3,28.66,,,
Minimum Size Subarray in Infinite Array,minimum-size-subarray-in-infinite-array,https://leetcode.com/problems/minimum-size-subarray-in-infinite-array/,2,31.0,,,
Beautiful Towers I,beautiful-towers-i,https://leetcode.com/problems/beautiful-towers-i/,2,43.19,,,
Beautiful Towers II,beautiful-towers-ii,https://leetcode.com/problems/beautiful-towers-ii/,2,34.22,,,
Count Valid Paths in a Tree,count-valid-paths-in-a-tree,https://leetcode.com/problems/count-valid-paths-in-a-tree/,3,34.28,,,
Smallest Number With Given Digit Product,smallest-number-with-given-digit-product,https://leetcode.com/problems/smallest-number-with-given-digit-product/,2,43.13,,,
Maximum Spending After Buying Items,maximum-spending-after-buying-items,https://leetcode.com/problems/maximum-spending-after-buying-items/,3,59.73,,,
Minimum Edge Reversals So Every Node Is Reachable,minimum-edge-reversals-so-every-node-is-reachable,https://leetcode.com/problems/minimum-edge-reversals-so-every-node-is-reachable/,3,55.36,,,
Length of the Longest Subsequence That Sums to Target,length-of-the-longest-subsequence-that-sums-to-target,https://leetcode.com/problems/length-of-the-longest-subsequence-that-sums-to-target/,2,36.91,,,
Maximum Coins Heroes Can Collect,maximum-coins-heroes-can-collect,https://leetcode.com/problems/maximum-coins-heroes-can-collect/,2,68.57,,,
Happy Students,happy-students,https://leetcode.com/problems/happy-students/,2,49.91,,,
Total Traveled Distance,total-traveled-distance,https://leetcode.com/problems/total-traveled-distance/,1,77.48,,,
Minimum Number of Operations to Make Array Empty,minimum-number-of-operations-to-make-array-empty,https://leetcode.com/problems/minimum-number-of-operations-to-make-array-empty/,2,61.81,,,
Maximum Number of Alloys,maximum-number-of-alloys,https://leetcode.com/problems/maximum-number-of-alloys/,2,38.58,,,
Count of Sub-Multisets With Bounded Sum,count-of-sub-multisets-with-bounded-sum,https://leetcode.com/problems/count-of-sub-multisets-with-bounded-sum/,3,20.32,,,
Sum of Values at Indices With K Set Bits,sum-of-values-at-indices-with-k-set-bits,https://leetcode.com/problems/sum-of-values-at-indices-with-k-set-bits/,1,85.64,,,
Minimum Moves to Spread Stones Over Grid,minimum-moves-to-spread-stones-over-grid,https://leetcode.com/problems/minimum-moves-to-spread-stones-over-grid/,2,44.12,,,
Maximal Range That Each Element Is Maximum in It,maximal-range-that-each-element-is-maximum-in-it,https://leetcode.com/problems/maximal-range-that-each-element-is-maximum-in-it/,2,75.32,,,
Minimum Array Length After Pair Removals,minimum-array-length-after-pair-removals,https://leetcode.com/problems/minimum-array-length-after-pair-removals/,2,24.77,,,
Split Array Into Maximum Number of Subarrays,split-array-into-maximum-number-of-subarrays,https://leetcode.com/problems/split-array-into-maximum-number-of-subarrays/,2,41.4,,,
Minimum Edge Weight Equilibrium Queries in a Tree,minimum-edge-weight-equilibrium-queries-in-a-tree,https://leetcode.com/problems/minimum-edge-weight-equilibrium-queries-in-a-tree/,3,42.19,,,
Election Results,election-results,https://leetcode.com/problems/election-results/,2,68.28,,,
Minimum Relative Loss After Buying Chocolates,minimum-relative-loss-after-buying-chocolates,https://leetcode.com/problems/minimum-relative-loss-after-buying-chocolates/,3,41.67,,,
Get the Size of a DataFrame,get-the-size-of-a-dataframe,https://leetcode.com/problems/get-the-size-of-a-dataframe/,1,85.19,,,
Reshape Data: Melt,reshape-data-melt,https://leetcode.com/problems/reshape-data-melt/,1,86.19,,,
Select Data,select-data,https://leetcode.com/problems/select-data/,1,79.29,,,
Drop Missing Data,drop-missing-data,https://leetcode.com/problems/drop-missing-data/,1,64.34,,,
Drop Duplicate Rows,drop-duplicate-rows,https://leetcode.com/problems/drop-duplicate-rows/,1,85.57,,,
Reshape Data: Pivot,reshape-data-pivot,https://leetcode.com/problems/reshape-data-pivot/,1,83.55,,,
Create a New Column,create-a-new-column,https://leetcode.com/problems/create-a-new-column/,1,90.28,,,
Fill Missing Data,fill-missing-data,https://leetcode.com/problems/fill-missing-data/,1,72.24,,,
Rename Columns,rename-columns,https://leetcode.com/problems/rename-columns/,1,85.58,,,
Modify Columns,modify-columns,https://leetcode.com/problems/modify-columns/,1,92.53,,,
Change Data Type,change-data-type,https://leetcode.com/problems/change-data-type/,1,87.49,,,
Create a DataFrame from List,create-a-dataframe-from-list,https://leetcode.com/problems/create-a-dataframe-from-list/,1,81.52,,,
Method Chaining,method-chaining,https://leetcode.com/problems/method-chaining/,1,76.66,,,
Display the First Three Rows,display-the-first-three-rows,https://leetcode.com/problems/display-the-first-three-rows/,1,93.09,,,
Reshape Data: Concatenate,reshape-data-concatenate,https://leetcode.com/problems/reshape-data-concatenate/,1,90.75,,,
Maximum Number of K-Divisible Components,maximum-number-of-k-divisible-components,https://leetcode.com/problems/maximum-number-of-k-divisible-components/,3,69.78,,,
Maximum Element-Sum of a Complete Subset of Indices,maximum-element-sum-of-a-complete-subset-of-indices,https://leetcode.com/problems/maximum-element-sum-of-a-complete-subset-of-indices/,3,41.34,,,
Count K-Subsequences of a String With Maximum Beauty,count-k-subsequences-of-a-string-with-maximum-beauty,https://leetcode.com/problems/count-k-subsequences-of-a-string-with-maximum-beauty/,3,29.48,,,
Minimum Operations to Make a Special Number,minimum-operations-to-make-a-special-number,https://leetcode.com/problems/minimum-operations-to-make-a-special-number/,2,37.96,,,
Maximum Odd Binary Number,maximum-odd-binary-number,https://leetcode.com/problems/maximum-odd-binary-number/,1,82.68,,,
Determine if a Cell Is Reachable at a Given Time,determine-if-a-cell-is-reachable-at-a-given-time,https://leetcode.com/problems/determine-if-a-cell-is-reachable-at-a-given-time/,2,37.14,,,
Minimum Operations to Collect Elements,minimum-operations-to-collect-elements,https://leetcode.com/problems/minimum-operations-to-collect-elements/,1,60.92,,,
Minimum Right Shifts to Sort the Array,minimum-right-shifts-to-sort-the-array,https://leetcode.com/problems/minimum-right-shifts-to-sort-the-array/,1,56.5,,,
Minimum Time Takes to Reach Destination Without Drowning,minimum-time-takes-to-reach-destination-without-drowning,https://leetcode.com/problems/minimum-time-takes-to-reach-destination-without-drowning/,3,55.25,,,
Apply Operations to Make Two Strings Equal,apply-operations-to-make-two-strings-equal,https://leetcode.com/problems/apply-operations-to-make-two-strings-equal/,2,27.08,,,
Points That Intersect With Cars,points-that-intersect-with-cars,https://leetcode.com/problems/points-that-intersect-with-cars/,1,72.75,,,
Construct Product Matrix,construct-product-matrix,https://leetcode.com/problems/construct-product-matrix/,2,30.7,,,
Maximize Value of Function in a Ball Passing Game,maximize-value-of-function-in-a-ball-passing-game,https://leetcode.com/problems/maximize-value-of-function-in-a-ball-passing-game/,3,28.28,,,
Minimum Operations to Form Subsequence With Target Sum,minimum-operations-to-form-subsequence-with-target-sum,https://leetcode.com/problems/minimum-operations-to-form-subsequence-with-target-sum/,3,31.18,,,
Find the Minimum Possible Sum of a Beautiful Array,find-the-minimum-possible-sum-of-a-beautiful-array,https://leetcode.com/problems/find-the-minimum-possible-sum-of-a-beautiful-array/,2,36.05,,,
Find The K-th Lucky Number,find-the-k-th-lucky-number,https://leetcode.com/problems/find-the-k-th-lucky-number/,2,75.94,,,
Furthest Point From Origin,furthest-point-from-origin,https://leetcode.com/problems/furthest-point-from-origin/,1,64.26,,,
String Transformation,string-transformation,https://leetcode.com/problems/string-transformation/,3,24.86,,,
Make String a Subsequence Using Cyclic Increments,make-string-a-subsequence-using-cyclic-increments,https://leetcode.com/problems/make-string-a-subsequence-using-cyclic-increments/,2,65.64,,,
Count Nodes That Are Great Enough,count-nodes-that-are-great-enough,https://leetcode.com/problems/count-nodes-that-are-great-enough/,3,57.44,,,
Number of Beautiful Integers in the Range,number-of-beautiful-integers-in-the-range,https://leetcode.com/problems/number-of-beautiful-integers-in-the-range/,3,19.35,,,
Flight Occupancy and Waitlist Analysis,flight-occupancy-and-waitlist-analysis,https://leetcode.com/problems/flight-occupancy-and-waitlist-analysis/,2,38.22,,,
Status of Flight Tickets,status-of-flight-tickets,https://leetcode.com/problems/status-of-flight-tickets/,3,78.98,,,
Apply Operations to Maximize Score,apply-operations-to-maximize-score,https://leetcode.com/problems/apply-operations-to-maximize-score/,3,54.24,,,
Check if Strings Can be Made Equal With Operations I,check-if-strings-can-be-made-equal-with-operations-i,https://leetcode.com/problems/check-if-strings-can-be-made-equal-with-operations-i/,1,46.96,,,
Minimum Absolute Difference Between Elements With Constraint,minimum-absolute-difference-between-elements-with-constraint,https://leetcode.com/problems/minimum-absolute-difference-between-elements-with-constraint/,2,33.81,,,
  Count Symmetric Integers,count-symmetric-integers,https://leetcode.com/problems/count-symmetric-integers/,1,83.16,,,
Maximize the Profit as the Salesman,maximize-the-profit-as-the-salesman,https://leetcode.com/problems/maximize-the-profit-as-the-salesman/,2,36.94,,,
Check if Strings Can be Made Equal With Operations II,check-if-strings-can-be-made-equal-with-operations-ii,https://leetcode.com/problems/check-if-strings-can-be-made-equal-with-operations-ii/,2,55.04,,,
Number of Unique Categories,number-of-unique-categories,https://leetcode.com/problems/number-of-unique-categories/,2,82.52,,,
Check if a String Is an Acronym of Words,check-if-a-string-is-an-acronym-of-words,https://leetcode.com/problems/check-if-a-string-is-an-acronym-of-words/,1,82.54,,,
Maximum Sum of Almost Unique Subarray,maximum-sum-of-almost-unique-subarray,https://leetcode.com/problems/maximum-sum-of-almost-unique-subarray/,2,39.05,,,
Count Pairs of Points With Distance k,count-pairs-of-points-with-distance-k,https://leetcode.com/problems/count-pairs-of-points-with-distance-k/,2,31.94,,,
Account Balance After Rounded Purchase,account-balance-after-rounded-purchase,https://leetcode.com/problems/account-balance-after-rounded-purchase/,1,54.96,,,
Height of Special Binary Tree,height-of-special-binary-tree,https://leetcode.com/problems/height-of-special-binary-tree/,2,73.35,,,
Minimum Time to Make Array Sum At Most x,minimum-time-to-make-array-sum-at-most-x,https://leetcode.com/problems/minimum-time-to-make-array-sum-at-most-x/,3,25.07,,,
Inversion of Object,inversion-of-object,https://leetcode.com/problems/inversion-of-object/,1,59.49,,,
Maximum Number of Groups With Increasing Length,maximum-number-of-groups-with-increasing-length,https://leetcode.com/problems/maximum-number-of-groups-with-increasing-length/,3,21.85,,,
Is Array a Preorder of Some ‌Binary Tree,is-array-a-preorder-of-some-binary-tree,https://leetcode.com/problems/is-array-a-preorder-of-some-binary-tree/,2,66.02,,,
Count Stepping Numbers in Range,count-stepping-numbers-in-range,https://leetcode.com/problems/count-stepping-numbers-in-range/,3,25.78,,,
Minimum Seconds to Equalize a Circular Array,minimum-seconds-to-equalize-a-circular-array,https://leetcode.com/problems/minimum-seconds-to-equalize-a-circular-array/,2,27.25,,,
Count Pairs Whose Sum is Less than Target,count-pairs-whose-sum-is-less-than-target,https://leetcode.com/problems/count-pairs-whose-sum-is-less-than-target/,1,87.46,,,
